"memo hello team , i am just wanting to let everyone know that in 30 days a new policy will be in effect for all of us . we are no longer allowed to make personal phone calls off of our work telephones . if you need to make a call , you will have to do it on your break with your cell phone . thank you ! amy@initech-corp.com none amy@initech-corp.com",POLICY,CONTACT
dyouhel https / / <url> / / <url> / / <url> / / <url> / / <url> / / <url> dkdk@aol.com none mike@initech-corp.com,CONTACT,CONTACT
"new policy effective immediately hello team , i am writing you all to let you know of a new policy that is effective immediately . each day in your email inboxes you will receive a document of tasks that needs to be completed each and everyday before you clock out . failure to do these tasks will be a corrective action . no ifs ands or buts . thank you , mary | manager | initech-corp becki@initech-corp.com , catherine@initech-corp.com , deidre@initech-corp.com , karen@initech-corp.com , vera@initech-corp.com , troi@initech-corp.com none mary@initech-corp.com",POLICY,CONTACT
"note personal contact save this contact johnny robot five 105 elm street washingtonville , va 12345 phone number 555-555-5555 email johnny5@leadertechind.com hr rep at leadertech industries amy@initech-corp.com none amy@initech-corp.com",CONTACT,CONTACT
contact reminder this is just a reminder to yourself . remember to keep any recent contacts of people . they will come in handy . do n't slack off . john@initech-corp.com none john@initech-corp.com,CONTACT,CONTACT
"new policy in effect office , i am writing to inform all of you of a new policy that will begin next month . before vacation requests would just have to be told to your supervisor . now the supervisor must receive a written request in order to deny or approve the request . there will be a form in the monte 's office , which you can fill out when requesting a vacation . the new policy takes effect on february 17th 2017 . if you have any questions , just email me . it is attached below . thank you , liz m. group@mturk.com vacation policy igor@initech-corp.com",POLICY,POLICY
james block contact information spoke to new contact for potential local counsel today james block -lrb-310-rrb- 888-8888 jblock@jonesday.com discussed rates ( $ 450/hr ) and availability through end of april . follow up on monday next week after clearing with conflicts . igor@initech-corp.com none igor@initech-corp.com,CONTACT,CONTACT
"new policy as of 20 jan. 2017 all , please take note of the new policy that will go into effect after close of business today ( 20 jan. 2017 ) . i 've attached a copy of the complete policy letter but a few highlights to remember 1 . no dancing near the water cooler between 10 am and 12 pm 2 . casual fridays have been cancelled due to lack of participation . 3 . you may no longer have food at your work stations due to the amount of ants in the office . thanks , amy all_employees@initech-corp.com policy_7a.doc amy@initech-corp.com",POLICY,POLICY
"new dress code hello , this is to inform you all of our new dress code , which goes into effect next monday , 2/15/17 . all men will wear business suits , with tie . all women will wear pantsuits or slacks . no more dresses or casual wear in the office . this policy comes straight from corporate . thanks for your compliance , mary all employees none mary@initech-corp.com",POLICY,POLICY
add to contacts add robert peterson to contacts . company abc inc. . email r.p.123@gmail.com phone 555-555-5555 be sure to invite him to lunch one day next month . amy@initech-corp.com robert peterson business card amy@initech-corp.com,CONTACT,CONTACT
"new vacation policy attention all employees beginning january 1 , employees will no longer be able to roll forward vacation time to the following year . any unused vacation time accrued as of december 31 will expire and can not be carried over to the next year . please speak to your manager if you need to set up vacation time so that you can use your allocation before it expires . if you have questions , please refer to melanie in hr . best , igor all@initech-corp.com none igor@initech-corp.com",POLICY,CONTACT
"office printer use it has come to my attention that some employees have been abusing the use of office equipment by printing non-work related material . i ask that every employee tries their best to limit their printing to work-related materials only . this is your work office , not a kinko 's . thank you . janedoe@gmail.com;dhardford@initech-corp.com;joetran@hotmail.com none john@initech-corp.com",POLICY,POLICY
"new policy starting today we will no longer be allowing employees to bring their cellphones into the workplace . please leave your phones in your lockers . any employee caught with a phone on the floor will immediately be terminated . thanks , mike barbara@initech-corp.com bill@initech-corp.com steve@initech-corp.com jill@initech-corp.com work policy 102-3.5 mike@initech-corp.com",POLICY,CONTACT
"new breakroom rule hello all , from henceforth , there is a new breakroom policy that i would like to inform everyone of . the cleaning lady will be cleaning out the fridge every wednesday so be sure nothing is left in there if you do n't want it tossed . thanks , a martha@abc.com;jim@abc.com;kyle@abc.com none amy@initech-corp.com",POLICY,POLICY
note to self remember to add mary 's email address and phone number to the contact list so that we can talk about the agenda for the next meeting . e-mail maryg@initech-corp.com phone 123-456-789 mike@initech-corp.com none mike@initech-corp.com,CONTACT,CONTACT
*** contact jen from hr **** please contact jen from hr before the end of work today in regards to the updated benefit plans for the new year . mike@initech-corp.com none mike@initech-corp.com,CONTACT,POLICY
keep in touch with them hey you need to keep in touch with so and so . you dont keep up with enough people and you got ta get out more . itll be good ! hey me ! remember to keep in contact with said person ! none mary@initech-corp.com,CONTACT,CONTACT
susan 's email the following are details for susan 's contact information email is susan@gmail.com her birthday is 01/01/1980 she has 3 kids bob@gmail.com none igor@initech-corp.com,CONTACT,CONTACT
"policy changes good morning everyone , as mentioned in the meeting yesterday afternoon , there are a few policy changes in regards to how pto and vacation is managed . i have attached detailed information as well as forms everyone needs to fill out . please send your completed forms to angelica by friday afternoon . all-staff@initech-corp.com pto_updated.doc mike@initech-corp.com",POLICY,POLICY
"new policy to all , people have been coming in late way too frequently . we here at mycompany try to be flexible with schedules , but some people are abusing this policy . we have client demands first thing in the morning , so we need to be here to meet these needs . due to this , the start times are now fixed . thanks , bob entireoffice@mycompany.com none igor@initech-corp.com",POLICY,POLICY
new policy there will be a new policy taken effect . there have been bulletins put up all around the office and you can view them and learn about the changes . you will have to abide by these changes whether you like them or not cc whole company none mary@initech-corp.com,POLICY,POLICY
reminder do n't forget that you should call your grandmother at the end of the month . this is something that should keep up with and do every month so that you do n't forget her . john@initech-corp.com none john@initech-corp.com,CONTACT,CONTACT
announcment this is an important announcement . we have just changed the policy as was mentioned before . if you need any more details you can contact me back . office none john@initech-corp.com,POLICY,POLICY
"person contact emily bronte 222-222-2222 emilybronte@gmail.com sales person at fisher scientific , specifically for vortex sale and maintenance . john@initech-corp.com none john@initech-corp.com",CONTACT,CONTACT
add samantha@xxxx.xom to address book add add samantha@xxxx.xom to address book for later use . she may be into helping with a project at work . mary@initech-corp.com none mary@initech-corp.com,CONTACT,POLICY
reminder i am saving this email for future use as a reminder of the content . i want make sure this person is in my contact list . mary@initech-corp.com none mary@initech-corp.com,CONTACT,CONTACT
"new policy hi all , starting tomorrow , we wo n't be able to have casual fridays anymore . corporate is buckling down and since we 'll be having investors coming by , we have to make a good impression . thanks for understanding . regards , mary all@intech-corp.com none mary@initech-corp.com",POLICY,POLICY
"announcement of policy change . hi everyone , there is one thing change on our policy . recently , many people had reported that their lunch were stolen . so from now on , if anyone caught for stealing food , he or she will be reported to hr . thank you for your cooperation , john list@initech-corp.com none john@initech-corp.com",POLICY,POLICY
"reminder personal contact management keep all my notes of this person in my contact list , since she is very important and structured in every way of speaking , i 'll keep them in separate folder for this special task . amy@initech-corp.com none amy@initech-corp.com",CONTACT,CONTACT
"get dish remember to get the dishes from the dishwasher later tongiht . otherwise , you will have to do the dishwasher later at night and that would dissapoint your girflriend . matt none mike@initech-corp.com",CONTACT,CONTACT
"visitation hey man , i 'm just writing to let you know that i 'll be in town this next week and i wanted to know if you 'd like to hang out . johnnywishbone@fake.com none igor@initech-corp.com",CONTACT,CONTACT
contact met mary today . her number is 7777777 . she is from the competing firm . she is contacting me for a possible opening . igor@initech-corp.com none igor@initech-corp.com,CONTACT,CONTACT
"feed the dogs hi , just a friendly reminder to old absent-minded me that i got to feed the dogs tomorrow before i take off to the beach with my beautiful blond girlfriend named hooters . so , i must make sure i buy and bring home the right dogfood for my two dogs busta and trixie . busta gets the alpo , while i have feed trixie generic dog biscuits . i also must make sure i have lots of water available in these giant bowls i just purchased . i must not forget to do this because last time i forgot both busta and trixie ate my pillows on the couch , and they were very expensive to replace . myself none amy@initech-corp.com",CONTACT,CONTACT
"contact name edna mode number 9105502323 age 18 email edna@disney.com this person i met when i was 8 years old , she has now approached me , and i will add her to my contacts . mike@initech-corp.com none mike@initech-corp.com",CONTACT,CONTACT
"problem with program hey john , i ran into an issue with the software you gave to me . there seems to be an error not allowing me to log-on with my username . i 'm unsure on whether or not this has been authorized but i ca n't start our project without it . please get back to me asap . thanks , ryan . johnsannackceo@yahoo.com problem.jpeg amy@initech-corp.com",CONTACT,CONTACT
"important reminder self , whatever you do do n't forget to keep note of this person contact . johnny wishbone his email is johnnywishbone@gmail.com amy@initech-corp.com none amy@initech-corp.com",CONTACT,CONTACT
"note to self re contact for future reference , here are the contact details of janice , who i spoke to at the boston conference janice smith job finance manager at kpx recruiting email address jsmith@kpx.com we spoke regarding the upcoming shift towards newer software in the industry , and how kpx is implementing these changes . mary@initech-corp.com none mary@initech-corp.com",CONTACT,CONTACT
new policy to all staff at initech corporation they will be a new work policy added to your list of requirements to fulfill your daily duties . allstaff@initech-corp.com new policy mary@initech-corp.com,POLICY,POLICY
do not forget him remember brian from cali.he wants to stay in contact about the darren account and it is vital that you keep his contact information so that you will be able to get a hold of him quickly if there are any abrupt changes . mike@initech-corp.com none mike@initech-corp.com,CONTACT,CONTACT
"reminders remember that i met sam today . he is a consultant for abc marketing , so he will be helpful in marketing when i open the business . his number is 9195462019 and his email is sam@abccorp.com princessdg@yahoo.com sampicture igor@initech-corp.com",CONTACT,CONTACT
"business meeting hi bob , i am writing you to see if we are still on for the meeting today at 3 ? i have included my notes and the presentation file . if you have any feedback or input that you think i have missed let me know . i look forward to hearing back for you . thanks , amy bobjohnson@initech-corp.com meeting presentation/notes igor@initech-corp.com",CONTACT,CONTACT
contact details - jane doe this is a reminder to myself of jane doe 's contact details . name jane doe role new coworker phone number -lrb-555-rrb- 555-1234 ( work ) -lrb-555-rrb- 555-6789 ( home ) -lrb-555-rrb- 555-2469 ( cell ) email address janedoe@yahoo.com ( personal ) jdoe@initech-corp.com ( work ) i do n't know her address and do n't expect to need it . mike@initech-corp.com none mike@initech-corp.com,CONTACT,CONTACT
do n't forget - sally sending this a reminder that sally bagshaw was at the office today and she gave me her contact information 123-456-7890 sally.bagshaw@gmail.com she said to call or email her in 2 weeks if i am still interested in the job she mentioned . mary@initech-corp.com none mary@initech-corp.com,CONTACT,CONTACT
"new department policy to all members in the department , we have instituted a new rule and it is effective immediately . electronic devices are no longer allowed during work hours . please let me know if you have questions . all@initech-corp.com none igor@initech-corp.com",POLICY,POLICY
"important announcment attention the office of secretarys , i have a new policy regarding how to portray your attitudes towards our new customers , you need to have a good time doing so , but if you are caught not following these directions , you will be fired forever . bcc ; undisclosed-recipents none mike@initech-corp.com",POLICY,POLICY
"new contact i need to remember someone 's contact information and i do n't think i 'll recall it unless i take it down , so i 'm sending myself an email to ensure i will not forget - it seems like the best thing to do . the person is jjake@cmu.edu mike@initech-corp.com none mike@initech-corp.com",CONTACT,CONTACT
"joe smith 's email this is just an email to myself with joe 's contact . joe is the top sales executive at vega , and i met him today 1/20/17 . joe is a good guy , and someone that i would like to stay in touch with . joesmiththegreatest@gmail.com mike@initech-corp.com joesemailconact.file mike@initech-corp.com",CONTACT,CONTACT
new policy effective immediately as of today it is now against work policy to wear jorts at any time . this includes casual friday . anybody caught wearing them will be suspended without pay for as long as i feel offended . office@initech-corp.com none amy@initech-corp.com,POLICY,POLICY
new policy starting today there will be no more keeping items in the fridge over the weekend so that the fridge can be cleaned infull each saturday and eready for monday morning . reach out to brenda with concerns office none mike@initech-corp.com,POLICY,POLICY
